"Proprietary Name","NDC Package Code","Strength","Dosage Form","Route","Application Number / Monograph ID","Labeler Name","Product NDC","Non Proprietary Name","Substance Name","Product Type Name","Start Marketing Date","End Marketing Date","Market Category","Package Description","Pharm Class","DEA","Sample Package","Listing Record Certified Through"
"OXYCODONE AND ACETAMINOPHEN","0406-0522-62","325mg/1, 7.5 mg/1","TABLET","ORAL","ANDA040545","SpecGx LLC","0406-0522","oxycodone hydrochloride and acetaminophen","ACETAMINOPHEN; OXYCODONE HYDROCHLORIDE","HUMAN PRESCRIPTION DRUG","06/30/2004","N/A","ANDA","100 TABLET in 1 BLISTER PACK (0406-0522-62)","Full Opioid Agonists [MoA], Opioid Agonist [EPC]","CII","No","12/31/2025"
"OXYCODONE AND ACETAMINOPHEN","0406-0523-01","325mg/1, 10 mg/1","TABLET","ORAL","ANDA040545","SpecGx LLC","0406-0523","oxycodone hydrochloride and acetaminophen","ACETAMINOPHEN; OXYCODONE HYDROCHLORIDE","HUMAN PRESCRIPTION DRUG","06/30/2004","N/A","ANDA","100 TABLET in 1 BOTTLE (0406-0523-01)","Full Opioid Agonists [MoA], Opioid Agonist [EPC]","CII","No","12/31/2025"
"OXYCODONE AND ACETAMINOPHEN","0406-0523-05","325mg/1, 10 mg/1","TABLET","ORAL","ANDA040545","SpecGx LLC","0406-0523","oxycodone hydrochloride and acetaminophen","ACETAMINOPHEN; OXYCODONE HYDROCHLORIDE","HUMAN PRESCRIPTION DRUG","06/30/2004","N/A","ANDA","500 TABLET in 1 BOTTLE (0406-0523-05)","Full Opioid Agonists [MoA], Opioid Agonist [EPC]","CII","No","12/31/2025"
"OXYCODONE AND ACETAMINOPHEN","0406-0523-23","325mg/1, 10 mg/1","TABLET","ORAL","ANDA040545","SpecGx LLC","0406-0523","oxycodone hydrochloride and acetaminophen","ACETAMINOPHEN; OXYCODONE HYDROCHLORIDE","HUMAN PRESCRIPTION DRUG","06/30/2004","N/A","ANDA","1 TABLET in 1 BLISTER PACK (0406-0523-23)","Full Opioid Agonists [MoA], Opioid Agonist [EPC]","CII","No","12/31/2025"
"OXYCODONE AND ACETAMINOPHEN","0406-0523-62","325mg/1, 10 mg/1","TABLET","ORAL","ANDA040545","SpecGx LLC","0406-0523","oxycodone hydrochloride and acetaminophen","ACETAMINOPHEN; OXYCODONE HYDROCHLORIDE","HUMAN PRESCRIPTION DRUG","06/30/2004","N/A","ANDA","100 TABLET in 1 BLISTER PACK (0406-0523-62)","Full Opioid Agonists [MoA], Opioid Agonist [EPC]","CII","No","12/31/2025"
"OXYCODONE AND ACETAMINOPHEN","55700-984-30","325mg/1, 7.5 mg/1","TABLET","ORAL","ANDA040545","Quality Care Products, LLC","55700-984","oxycodone hydrochloride and acetaminophen","ACETAMINOPHEN; OXYCODONE HYDROCHLORIDE","HUMAN PRESCRIPTION DRUG","09/28/2022","02/28/2026","ANDA","30 TABLET in 1 BOTTLE (55700-984-30)","Full Opioid Agonists [MoA], Opioid Agonist [EPC]","CII","No","N/A"
"OXYCODONE AND ACETAMINOPHEN","55700-984-60","325mg/1, 7.5 mg/1","TABLET","ORAL","ANDA040545","Quality Care Products, LLC","55700-984","oxycodone hydrochloride and acetaminophen","ACETAMINOPHEN; OXYCODONE HYDROCHLORIDE","HUMAN PRESCRIPTION DRUG","09/28/2022","02/28/2026","ANDA","60 TABLET in 1 BOTTLE (55700-984-60)","Full Opioid Agonists [MoA], Opioid Agonist [EPC]","CII","No","N/A"
"OXYCODONE AND ACETAMINOPHEN","55700-984-90","325mg/1, 7.5 mg/1","TABLET","ORAL","ANDA040545","Quality Care Products, LLC","55700-984","oxycodone hydrochloride and acetaminophen","ACETAMINOPHEN; OXYCODONE HYDROCHLORIDE","HUMAN PRESCRIPTION DRUG","09/28/2022","02/28/2026","ANDA","90 TABLET in 1 BOTTLE (55700-984-90)","Full Opioid Agonists [MoA], Opioid Agonist [EPC]","CII","No","N/A"
"Oxycodone and Acetaminophen","63187-406-15","325mg/1, 5 mg/1","TABLET","ORAL","ANDA040105","Proficient Rx LP","63187-406","Oxycodone hydrochloride and Acetaminophen","ACETAMINOPHEN; OXYCODONE HYDROCHLORIDE","HUMAN PRESCRIPTION DRUG","01/01/2019","N/A","ANDA","15 TABLET in 1 BOTTLE, PLASTIC (63187-406-15)","Full Opioid Agonists [MoA], Opioid Agonist [EPC]","CII","No","12/31/2025"
"Oxycodone and Acetaminophen","63187-406-20","325mg/1, 5 mg/1","TABLET","ORAL","ANDA040105","Proficient Rx LP","63187-406","Oxycodone hydrochloride and Acetaminophen","ACETAMINOPHEN; OXYCODONE HYDROCHLORIDE","HUMAN PRESCRIPTION DRUG","01/01/2019","N/A","ANDA","20 TABLET in 1 BOTTLE, PLASTIC (63187-406-20)","Full Opioid Agonists [MoA], Opioid Agonist [EPC]","CII","No","12/31/2025"
"Oxycodone and Acetaminophen","63187-406-30","325mg/1, 5 mg/1","TABLET","ORAL","ANDA040105","Proficient Rx LP","63187-406","Oxycodone hydrochloride and Acetaminophen","ACETAMINOPHEN; OXYCODONE HYDROCHLORIDE","HUMAN PRESCRIPTION DRUG","01/01/2019","N/A","ANDA","30 TABLET in 1 BOTTLE, PLASTIC (63187-406-30)","Full Opioid Agonists [MoA], Opioid Agonist [EPC]","CII","No","12/31/2025"
"Oxycodone and Acetaminophen","63187-406-60","325mg/1, 5 mg/1","TABLET","ORAL","ANDA040105","Proficient Rx LP","63187-406","Oxycodone hydrochloride and Acetaminophen","ACETAMINOPHEN; OXYCODONE HYDROCHLORIDE","HUMAN PRESCRIPTION DRUG","01/01/2019","N/A","ANDA","60 TABLET in 1 BOTTLE, PLASTIC (63187-406-60)","Full Opioid Agonists [MoA], Opioid Agonist [EPC]","CII","No","12/31/2025"
"oxycodone and acetaminophen (U)","43598-546-01","","","","","Dr. Reddy¿s Laboratories Inc.","","","","","","N/A","","","N/A","CII","N/A",""
"oxycodone and acetaminophen (U)","43598-546-05","","","","","Dr. Reddy¿s Laboratories Inc.","","","","","","N/A","","","N/A","CII","N/A",""
"oxycodone and acetaminophen (U)","43598-547-01","","","","","Dr. Reddy¿s Laboratories Inc.","","","","","","N/A","","","N/A","CII","N/A",""
"oxycodone and acetaminophen (U)","43598-547-05","","","","","Dr. Reddy¿s Laboratories Inc.","","","","","","N/A","","","N/A","CII","N/A",""
"OXYCODONE AND ACETAMINOPHEN (U)","61919-612-30","","","","","Direct rx","","","","","","N/A","","","N/A","CII","N/A",""
"OXYCODONE AND ACETAMINOPHEN (U)","61919-612-60","","","","","Direct rx","","","","","","N/A","","","N/A","CII","N/A",""
"OXYCODONE AND ACETAMINOPHEN (U)","61919-612-90","","","","","Direct rx","","","","","","N/A","","","N/A","CII","N/A",""
"OXYCODONE AND ACETAMINOPHEN (U)","61919-614-30","","","","","DIRECT RX","","","","","","N/A","","","N/A","N/A","N/A",""
"OXYCODONE AND ACETAMINOPHEN (U)","61919-614-60","","","","","DIRECT RX","","","","","","N/A","","","N/A","N/A","N/A",""
"OXYCODONE AND ACETAMINOPHEN (U)","61919-614-90","","","","","DIRECT RX","","","","","","N/A","","","N/A","N/A","N/A",""
"OXYCODONE AND ACETAMINOPHEN (U)","61919-871-30","","","","","Direct_Rx","","","","","","N/A","","","N/A","CII","N/A",""
"OXYCODONE AND ACETAMINOPHEN (U)","61919-871-60","","","","","Direct_Rx","","","","","","N/A","","","N/A","CII","N/A",""
"OXYCODONE AND ACETAMINOPHEN (U)","61919-871-90","","","","","Direct_Rx","","","","","","N/A","","","N/A","CII","N/A",""
"OXYCODONE AND ACETAMINOPHEN (U)","67296-1855-5","","","","","Redpharm Drug, Inc","","","","","","N/A","","","N/A","CII","N/A",""
"OXYCODONE AND ACETAMINOPHEN (U)","67296-1855-1","","","","","Redpharm Drug, Inc","","","","","","N/A","","","N/A","CII","N/A",""
"OXYCODONE AND ACETAMINOPHEN (U)","67296-1855-3","","","","","Redpharm Drug, Inc","","","","","","N/A","","","N/A","CII","N/A",""
"OXYCODONE AND ACETAMINOPHEN (U)","67296-1855-4","","","","","Redpharm Drug, Inc","","","","","","N/A","","","N/A","CII","N/A",""
"OXYCODONE AND ACETAMINOPHEN (U)","67296-1855-6","","","","","Redpharm Drug, Inc","","","","","","N/A","","","N/A","CII","N/A",""
"OXYCODONE AND ACETAMINOPHEN (U)","67296-1855-7","","","","","Redpharm Drug, Inc","","","","","","N/A","","","N/A","CII","N/A",""
"OXYCODONE AND ACETAMINOPHEN (U)","67296-1855-8","","","","","Redpharm Drug, Inc","","","","","","N/A","","","N/A","CII","N/A",""
"OXYCODONE AND ACETAMINOPHEN (U)","67296-1855-9","","","","","Redpharm Drug, Inc","","","","","","N/A","","","N/A","CII","N/A",""
"OXYCODONE AND ACETAMINOPHEN (U)","68071-2856-3","","","","","NuCare Pharmaceuticals,Inc.","","","","","","N/A","","","N/A","CII","N/A",""
"Oxycodone and Acetaminophen (U)","68071-2932-2","","","","","NuCare Pharmaceuticals,Inc.","","","","","","N/A","","","N/A","CII","N/A",""
"Oxycodone and Acetaminophen (U)","68071-2932-4","","","","","NuCare Pharmaceuticals,Inc.","","","","","","N/A","","","N/A","CII","N/A",""
"OXYCODONE AND ACETAMINOPHEN (U)","72189-255-30","","","","","DIRECT RX","","","","","","N/A","","","N/A","CII","N/A",""
"OXYCODONE AND ACETAMINOPHEN (U)","72189-255-60","","","","","DIRECT RX","","","","","","N/A","","","N/A","CII","N/A",""
"OXYCODONE AND ACETAMINOPHEN (U)","72189-256-30","","","","","DIRECT RX","","","","","","N/A","","","N/A","CII","N/A",""
"OXYCODONE AND ACETAMINOPHEN (U)","72189-256-60","","","","","DIRECT RX","","","","","","N/A","","","N/A","CII","N/A",""
"OXYCODONE AND ACETAMINOPHEN (U)","72189-256-72","","","","","DIRECT RX","","","","","","N/A","","","N/A","CII","N/A",""
"OXYCODONE AND ACETAMINOPHEN (U)","72189-257-30","","","","","DirectRx","","","","","","N/A","","","N/A","CII","N/A",""
"OXYCODONE AND ACETAMINOPHEN (U)","72189-257-60","","","","","DirectRx","","","","","","N/A","","","N/A","CII","N/A",""
"OXYCODONE AND ACETAMINOPHEN (U)","72189-257-90","","","","","DirectRx","","","","","","N/A","","","N/A","CII","N/A",""
"Oxycodone and Acetaminophen (U)","72189-357-30","","","","","Direct_Rx","","","","","","N/A","","","N/A","CII","N/A",""
"Oxycodone and Acetaminophen (U)","72189-357-60","","","","","Direct_Rx","","","","","","N/A","","","N/A","CII","N/A",""
"Oxycodone and Acetaminophen (U)","72189-357-90","","","","","Direct_Rx","","","","","","N/A","","","N/A","CII","N/A",""
"Oxycodone and Acetaminophen (U)","72189-368-30","","","","","Direct_Rx","","","","","","N/A","","","N/A","CII","N/A",""
"Oxycodone and Acetaminophen (U)","72189-368-60","","","","","Direct_Rx","","","","","","N/A","","","N/A","CII","N/A",""
"Oxycodone and Acetaminophen (U)","68308-475-47","","","","","Mayne Pharma Inc.","","","","","","N/A","","","N/A","CII","N/A",""
"Oxycodone and Acetaminophen (U)","68308-480-47","","","","","Mayne Pharma Inc.","","","","","","N/A","","","N/A","CII","N/A",""
"Oxycodone and Aspirin","42806-061-01","325mg/1, 4.8355 mg/1","TABLET","ORAL","ANDA040910","Epic Pharma, LLC","42806-061","Oxycodone and Aspirin","ASPIRIN; OXYCODONE HYDROCHLORIDE","HUMAN PRESCRIPTION DRUG","07/16/2020","N/A","ANDA","100 TABLET in 1 BOTTLE (42806-061-01)","Anti-Inflammatory Agents, Non-Steroidal [CS], Cyclooxygenase Inhibitors [MoA], Decreased Platelet Aggregation [PE], Decreased Prostaglandin Production [PE], Full Opioid Agonists [MoA], Nonsteroidal Anti-inflammatory Drug [EPC], Opioid Agonist [EPC], Platelet Aggregation Inhibitor [EPC]","CII","No","12/31/2025"
"Oxycodone HCl","69238-2294-1","10mg/1","TABLET, FILM COATED, EXTENDED RELEASE","ORAL","NDA022272","Amneal Pharmaceuticals NY LLC","69238-2294","Oxycodone HCl","OXYCODONE HYDROCHLORIDE","HUMAN PRESCRIPTION DRUG","04/01/2022","N/A","NDA AUTHORIZED GENERIC","100 TABLET, FILM COATED, EXTENDED RELEASE in 1 BOTTLE (69238-2294-1)","Full Opioid Agonists [MoA], Opioid Agonist [EPC]","CII","No","12/31/2025"
"Oxycodone HCl","69238-2296-1","20mg/1","TABLET, FILM COATED, EXTENDED RELEASE","ORAL","NDA022272","Amneal Pharmaceuticals NY LLC","69238-2296","Oxycodone HCl","OXYCODONE HYDROCHLORIDE","HUMAN PRESCRIPTION DRUG","04/01/2022","N/A","NDA AUTHORIZED GENERIC","100 TABLET, FILM COATED, EXTENDED RELEASE in 1 BOTTLE (69238-2296-1)","Full Opioid Agonists [MoA], Opioid Agonist [EPC]","CII","No","12/31/2025"
"Oxycodone HCl","69238-2298-1","40mg/1","TABLET, FILM COATED, EXTENDED RELEASE","ORAL","NDA022272","Amneal Pharmaceuticals NY LLC","69238-2298","Oxycodone HCl","OXYCODONE HYDROCHLORIDE","HUMAN PRESCRIPTION DRUG","04/01/2022","N/A","NDA AUTHORIZED GENERIC","100 TABLET, FILM COATED, EXTENDED RELEASE in 1 BOTTLE (69238-2298-1)","Full Opioid Agonists [MoA], Opioid Agonist [EPC]","CII","No","12/31/2025"
"Oxycodone HCl","69238-2300-1","80mg/1","TABLET, FILM COATED, EXTENDED RELEASE","ORAL","NDA022272","Amneal Pharmaceuticals NY LLC","69238-2300","Oxycodone HCl","OXYCODONE HYDROCHLORIDE","HUMAN PRESCRIPTION DRUG","04/01/2022","N/A","NDA AUTHORIZED GENERIC","100 TABLET, FILM COATED, EXTENDED RELEASE in 1 BOTTLE (69238-2300-1)","Full Opioid Agonists [MoA], Opioid Agonist [EPC]","CII","No","12/31/2025"
"Oxycodone Hydchloride","35356-839-30","10mg/1","TABLET","ORAL","ANDA091393","Quality Care Products LLC","35356-839","Oxycodone Hydchloride","OXYCODONE HYDROCHLORIDE","HUMAN PRESCRIPTION DRUG","12/20/2011","06/30/2027","ANDA","30 TABLET in 1 BOTTLE (35356-839-30)","Full Opioid Agonists [MoA], Opioid Agonist [EPC]","CII","No","N/A"
"Oxycodone Hydchloride","35356-839-60","10mg/1","TABLET","ORAL","ANDA091393","Quality Care Products LLC","35356-839","Oxycodone Hydchloride","OXYCODONE HYDROCHLORIDE","HUMAN PRESCRIPTION DRUG","04/30/2021","06/30/2027","ANDA","60 TABLET in 1 BOTTLE (35356-839-60)","Full Opioid Agonists [MoA], Opioid Agonist [EPC]","CII","No","N/A"
"Oxycodone Hydchloride","35356-839-90","10mg/1","TABLET","ORAL","ANDA091393","Quality Care Products LLC","35356-839","Oxycodone Hydchloride","OXYCODONE HYDROCHLORIDE","HUMAN PRESCRIPTION DRUG","12/20/2011","06/30/2027","ANDA","90 TABLET in 1 BOTTLE (35356-839-90)","Full Opioid Agonists [MoA], Opioid Agonist [EPC]","CII","No","N/A"
"Oxycodone Hydchloride","49999-899-15","5mg/1","TABLET","ORAL","ANDA091393","Quality Care Products LLC","49999-899","Oxycodone Hydchloride","OXYCODONE HYDROCHLORIDE","HUMAN PRESCRIPTION DRUG","06/14/2019","06/30/2027","ANDA","15 TABLET in 1 BOTTLE (49999-899-15)","Full Opioid Agonists [MoA], Opioid Agonist [EPC]","CII","No","N/A"
"Oxycodone Hydchloride","49999-899-21","5mg/1","TABLET","ORAL","ANDA091393","Quality Care Products LLC","49999-899","Oxycodone Hydchloride","OXYCODONE HYDROCHLORIDE","HUMAN PRESCRIPTION DRUG","06/14/2019","06/30/2026","ANDA","21 TABLET in 1 BOTTLE (49999-899-21)","Full Opioid Agonists [MoA], Opioid Agonist [EPC]","CII","No","N/A"
"Oxycodone Hydchloride","49999-899-30","5mg/1","TABLET","ORAL","ANDA091393","Quality Care Products LLC","49999-899","Oxycodone Hydchloride","OXYCODONE HYDROCHLORIDE","HUMAN PRESCRIPTION DRUG","12/20/2011","06/30/2027","ANDA","30 TABLET in 1 BOTTLE (49999-899-30)","Full Opioid Agonists [MoA], Opioid Agonist [EPC]","CII","No","N/A"
"Oxycodone Hydchloride","49999-899-60","5mg/1","TABLET","ORAL","ANDA091393","Quality Care Products LLC","49999-899","Oxycodone Hydchloride","OXYCODONE HYDROCHLORIDE","HUMAN PRESCRIPTION DRUG","12/20/2011","06/30/2027","ANDA","60 TABLET in 1 BOTTLE (49999-899-60)","Full Opioid Agonists [MoA], Opioid Agonist [EPC]","CII","No","N/A"
"Oxycodone Hydchloride","49999-899-90","5mg/1","TABLET","ORAL","ANDA091393","Quality Care Products LLC","49999-899","Oxycodone Hydchloride","OXYCODONE HYDROCHLORIDE","HUMAN PRESCRIPTION DRUG","12/20/2011","06/30/2026","ANDA","90 TABLET in 1 BOTTLE (49999-899-90)","Full Opioid Agonists [MoA], Opioid Agonist [EPC]","CII","No","N/A"
"Oxycodone Hydrochloride","0904-6966-61","5mg/1","TABLET","ORAL","ANDA203638","Major Pharmaceuticals","0904-6966","Oxycodone","OXYCODONE HYDROCHLORIDE","HUMAN PRESCRIPTION DRUG","10/30/2012","N/A","ANDA","100 BLISTER PACK in 1 CARTON (0904-6966-61)  / 1 TABLET in 1 BLISTER PACK","Full Opioid Agonists [MoA], Opioid Agonist [EPC]","CII","No","12/31/2025"
"Oxycodone Hydrochloride","0904-7180-61","15mg/1","TABLET","ORAL","ANDA203638","Major Pharmaceuticals","0904-7180","Oxycodone","OXYCODONE HYDROCHLORIDE","HUMAN PRESCRIPTION DRUG","10/30/2012","N/A","ANDA","100 BLISTER PACK in 1 CARTON (0904-7180-61)  / 1 TABLET in 1 BLISTER PACK","Full Opioid Agonists [MoA], Opioid Agonist [EPC]","CII","No","12/31/2025"
"Oxycodone Hydrochloride","65162-047-03","5mg/1","TABLET","ORAL","ANDA203638","Amneal Pharmaceuticals LLC","65162-047","Oxycodone","OXYCODONE HYDROCHLORIDE","HUMAN PRESCRIPTION DRUG","10/30/2012","N/A","ANDA","30 TABLET in 1 BOTTLE (65162-047-03)","Full Opioid Agonists [MoA], Opioid Agonist [EPC]","CII","No","12/31/2025"
"Oxycodone Hydrochloride","65162-047-10","5mg/1","TABLET","ORAL","ANDA203638","Amneal Pharmaceuticals LLC","65162-047","Oxycodone","OXYCODONE HYDROCHLORIDE","HUMAN PRESCRIPTION DRUG","10/30/2012","N/A","ANDA","100 TABLET in 1 BOTTLE (65162-047-10)","Full Opioid Agonists [MoA], Opioid Agonist [EPC]","CII","No","12/31/2025"
"Oxycodone Hydrochloride","65162-047-25","5mg/1","TABLET","ORAL","ANDA203638","Amneal Pharmaceuticals LLC","65162-047","Oxycodone","OXYCODONE HYDROCHLORIDE","HUMAN PRESCRIPTION DRUG","10/30/2012","N/A","ANDA","250 TABLET in 1 BOTTLE (65162-047-25)","Full Opioid Agonists [MoA], Opioid Agonist [EPC]","CII","No","12/31/2025"
"Oxycodone Hydrochloride","65162-047-50","5mg/1","TABLET","ORAL","ANDA203638","Amneal Pharmaceuticals LLC","65162-047","Oxycodone","OXYCODONE HYDROCHLORIDE","HUMAN PRESCRIPTION DRUG","10/30/2012","N/A","ANDA","500 TABLET in 1 BOTTLE (65162-047-50)","Full Opioid Agonists [MoA], Opioid Agonist [EPC]","CII","No","12/31/2025"
"Oxycodone Hydrochloride","65162-048-03","10mg/1","TABLET","ORAL","ANDA203638","Amneal Pharmaceuticals LLC","65162-048","Oxycodone","OXYCODONE HYDROCHLORIDE","HUMAN PRESCRIPTION DRUG","10/30/2012","N/A","ANDA","30 TABLET in 1 BOTTLE (65162-048-03)","Full Opioid Agonists [MoA], Opioid Agonist [EPC]","CII","No","12/31/2025"
"Oxycodone Hydrochloride","65162-048-10","10mg/1","TABLET","ORAL","ANDA203638","Amneal Pharmaceuticals LLC","65162-048","Oxycodone","OXYCODONE HYDROCHLORIDE","HUMAN PRESCRIPTION DRUG","10/30/2012","N/A","ANDA","100 TABLET in 1 BOTTLE (65162-048-10)","Full Opioid Agonists [MoA], Opioid Agonist [EPC]","CII","No","12/31/2025"
"Oxycodone Hydrochloride","65162-048-25","10mg/1","TABLET","ORAL","ANDA203638","Amneal Pharmaceuticals LLC","65162-048","Oxycodone","OXYCODONE HYDROCHLORIDE","HUMAN PRESCRIPTION DRUG","10/30/2012","N/A","ANDA","250 TABLET in 1 BOTTLE (65162-048-25)","Full Opioid Agonists [MoA], Opioid Agonist [EPC]","CII","No","12/31/2025"
"Oxycodone Hydrochloride","65162-049-03","15mg/1","TABLET","ORAL","ANDA203638","Amneal Pharmaceuticals LLC","65162-049","Oxycodone","OXYCODONE HYDROCHLORIDE","HUMAN PRESCRIPTION DRUG","10/30/2012","N/A","ANDA","30 TABLET in 1 BOTTLE (65162-049-03)","Full Opioid Agonists [MoA], Opioid Agonist [EPC]","CII","No","12/31/2025"
"Oxycodone Hydrochloride","65162-049-10","15mg/1","TABLET","ORAL","ANDA203638","Amneal Pharmaceuticals LLC","65162-049","Oxycodone","OXYCODONE HYDROCHLORIDE","HUMAN PRESCRIPTION DRUG","10/30/2012","N/A","ANDA","100 TABLET in 1 BOTTLE (65162-049-10)","Full Opioid Agonists [MoA], Opioid Agonist [EPC]","CII","No","12/31/2025"
"Oxycodone Hydrochloride","65162-049-25","15mg/1","TABLET","ORAL","ANDA203638","Amneal Pharmaceuticals LLC","65162-049","Oxycodone","OXYCODONE HYDROCHLORIDE","HUMAN PRESCRIPTION DRUG","10/30/2012","N/A","ANDA","250 TABLET in 1 BOTTLE (65162-049-25)","Full Opioid Agonists [MoA], Opioid Agonist [EPC]","CII","No","12/31/2025"
"Oxycodone Hydrochloride","65162-049-50","15mg/1","TABLET","ORAL","ANDA203638","Amneal Pharmaceuticals LLC","65162-049","Oxycodone","OXYCODONE HYDROCHLORIDE","HUMAN PRESCRIPTION DRUG","10/30/2012","N/A","ANDA","500 TABLET in 1 BOTTLE (65162-049-50)","Full Opioid Agonists [MoA], Opioid Agonist [EPC]","CII","No","12/31/2025"
"Oxycodone Hydrochloride","65162-050-03","20mg/1","TABLET","ORAL","ANDA203638","Amneal Pharmaceuticals LLC","65162-050","Oxycodone","OXYCODONE HYDROCHLORIDE","HUMAN PRESCRIPTION DRUG","10/30/2012","N/A","ANDA","30 TABLET in 1 BOTTLE (65162-050-03)","Full Opioid Agonists [MoA], Opioid Agonist [EPC]","CII","No","12/31/2025"
"Oxycodone Hydrochloride","65162-050-10","20mg/1","TABLET","ORAL","ANDA203638","Amneal Pharmaceuticals LLC","65162-050","Oxycodone","OXYCODONE HYDROCHLORIDE","HUMAN PRESCRIPTION DRUG","10/30/2012","N/A","ANDA","100 TABLET in 1 BOTTLE (65162-050-10)","Full Opioid Agonists [MoA], Opioid Agonist [EPC]","CII","No","12/31/2025"
"Oxycodone Hydrochloride","65162-050-25","20mg/1","TABLET","ORAL","ANDA203638","Amneal Pharmaceuticals LLC","65162-050","Oxycodone","OXYCODONE HYDROCHLORIDE","HUMAN PRESCRIPTION DRUG","10/30/2012","N/A","ANDA","250 TABLET in 1 BOTTLE (65162-050-25)","Full Opioid Agonists [MoA], Opioid Agonist [EPC]","CII","No","12/31/2025"
"Oxycodone Hydrochloride","65162-051-03","30mg/1","TABLET","ORAL","ANDA203638","Amneal Pharmaceuticals LLC","65162-051","Oxycodone","OXYCODONE HYDROCHLORIDE","HUMAN PRESCRIPTION DRUG","10/30/2012","N/A","ANDA","30 TABLET in 1 BOTTLE (65162-051-03)","Full Opioid Agonists [MoA], Opioid Agonist [EPC]","CII","No","12/31/2025"
"Oxycodone Hydrochloride","65162-051-10","30mg/1","TABLET","ORAL","ANDA203638","Amneal Pharmaceuticals LLC","65162-051","Oxycodone","OXYCODONE HYDROCHLORIDE","HUMAN PRESCRIPTION DRUG","10/30/2012","N/A","ANDA","100 TABLET in 1 BOTTLE (65162-051-10)","Full Opioid Agonists [MoA], Opioid Agonist [EPC]","CII","No","12/31/2025"
"Oxycodone Hydrochloride","65162-051-25","30mg/1","TABLET","ORAL","ANDA203638","Amneal Pharmaceuticals LLC","65162-051","Oxycodone","OXYCODONE HYDROCHLORIDE","HUMAN PRESCRIPTION DRUG","10/30/2012","N/A","ANDA","250 TABLET in 1 BOTTLE (65162-051-25)","Full Opioid Agonists [MoA], Opioid Agonist [EPC]","CII","No","12/31/2025"
"Oxycodone Hydrochloride","65162-051-50","30mg/1","TABLET","ORAL","ANDA203638","Amneal Pharmaceuticals LLC","65162-051","Oxycodone","OXYCODONE HYDROCHLORIDE","HUMAN PRESCRIPTION DRUG","10/30/2012","N/A","ANDA","500 TABLET in 1 BOTTLE (65162-051-50)","Full Opioid Agonists [MoA], Opioid Agonist [EPC]","CII","No","12/31/2025"
"Oxycodone Hydrochloride","71335-0677-1","30mg/1","TABLET","ORAL","ANDA203638","Bryant Ranch Prepack","71335-0677","Oxycodone","OXYCODONE HYDROCHLORIDE","HUMAN PRESCRIPTION DRUG","03/09/2018","N/A","ANDA","60 TABLET in 1 BOTTLE (71335-0677-1)","Full Opioid Agonists [MoA], Opioid Agonist [EPC]","CII","No","12/31/2025"
"Oxycodone Hydrochloride","71335-0677-2","30mg/1","TABLET","ORAL","ANDA203638","Bryant Ranch Prepack","71335-0677","Oxycodone","OXYCODONE HYDROCHLORIDE","HUMAN PRESCRIPTION DRUG","02/27/2018","N/A","ANDA","90 TABLET in 1 BOTTLE (71335-0677-2)","Full Opioid Agonists [MoA], Opioid Agonist [EPC]","CII","No","12/31/2025"
"Oxycodone Hydrochloride","71335-0677-3","30mg/1","TABLET","ORAL","ANDA203638","Bryant Ranch Prepack","71335-0677","Oxycodone","OXYCODONE HYDROCHLORIDE","HUMAN PRESCRIPTION DRUG","05/24/2018","N/A","ANDA","120 TABLET in 1 BOTTLE (71335-0677-3)","Full Opioid Agonists [MoA], Opioid Agonist [EPC]","CII","No","12/31/2025"
"Oxycodone Hydrochloride","71335-0677-4","30mg/1","TABLET","ORAL","ANDA203638","Bryant Ranch Prepack","71335-0677","Oxycodone","OXYCODONE HYDROCHLORIDE","HUMAN PRESCRIPTION DRUG","04/30/2018","N/A","ANDA","30 TABLET in 1 BOTTLE (71335-0677-4)","Full Opioid Agonists [MoA], Opioid Agonist [EPC]","CII","No","12/31/2025"
"Oxycodone Hydrochloride","71335-0677-5","30mg/1","TABLET","ORAL","ANDA203638","Bryant Ranch Prepack","71335-0677","Oxycodone","OXYCODONE HYDROCHLORIDE","HUMAN PRESCRIPTION DRUG","05/29/2024","N/A","ANDA","100 TABLET in 1 BOTTLE (71335-0677-5)","Full Opioid Agonists [MoA], Opioid Agonist [EPC]","CII","No","12/31/2025"
"Oxycodone Hydrochloride","71335-0677-6","30mg/1","TABLET","ORAL","ANDA203638","Bryant Ranch Prepack","71335-0677","Oxycodone","OXYCODONE HYDROCHLORIDE","HUMAN PRESCRIPTION DRUG","05/29/2024","N/A","ANDA","40 TABLET in 1 BOTTLE (71335-0677-6)","Full Opioid Agonists [MoA], Opioid Agonist [EPC]","CII","No","12/31/2025"
"Oxycodone Hydrochloride","71335-0677-7","30mg/1","TABLET","ORAL","ANDA203638","Bryant Ranch Prepack","71335-0677","Oxycodone","OXYCODONE HYDROCHLORIDE","HUMAN PRESCRIPTION DRUG","05/29/2024","N/A","ANDA","18 TABLET in 1 BOTTLE (71335-0677-7)","Full Opioid Agonists [MoA], Opioid Agonist [EPC]","CII","No","12/31/2025"
"Oxycodone Hydrochloride","71335-0677-8","30mg/1","TABLET","ORAL","ANDA203638","Bryant Ranch Prepack","71335-0677","Oxycodone","OXYCODONE HYDROCHLORIDE","HUMAN PRESCRIPTION DRUG","05/29/2024","N/A","ANDA","28 TABLET in 1 BOTTLE (71335-0677-8)","Full Opioid Agonists [MoA], Opioid Agonist [EPC]","CII","No","12/31/2025"
